GPT3_token,GPT3,sentence_id,sent,sent_index
 guard,8.371434,1975,The report described what the police responded quickly after the guard lost track of in the park,11
 lost,6.3667946,1975,The report described what the police responded quickly after the guard lost track of in the park,12
 track,4.7517333,1975,The report described what the police responded quickly after the guard lost track of in the park,13
 of,0.07421735,1975,The report described what the police responded quickly after the guard lost track of in the park,14
 in,9.028556,1975,The report described what the police responded quickly after the guard lost track of in the park,15
 the,0.9290515,1975,The report described what the police responded quickly after the guard lost track of in the park,16
 park,4.9977317,1975,The report described what the police responded quickly after the guard lost track of in the park,17
The,-0,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,1
 reporter,9.203923,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,2
 said,3.0638993,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,3
 that,1.719989,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,4
 the,1.779569,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,5
 citizens,8.863099,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,6
 who,3.509674,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,7
 cared,9.175219,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,8
 about,0.61583287,1976,The reporter said that the citizens who cared about civic participation talked about a new bill at the town hall meeting,9
