token,logprob,offset,line 
 and,-4.6374054,40,3616
 their,-1.9060175,44,3616
 friends,-4.3914585,50,3616
 saw,-6.4480443,58,3616
 the,-0.7825856,62,3616
 church,-8.888001,66,3616
 and,-2.8903584,73,3616
 the,-2.7181818,77,3616
 museum,-4.7641582,81,3616
 on,-3.1988919,88,3616
 the,-1.2220503,91,3616
 tour,-5.9015994,95,3616
 .,-9.76593,100,3616
The,,0,3617
 newspaper,-8.602253,3,3617
 reported,-2.6176848,13,3617
 what,-8.134315,22,3617
 the,-2.4805765,27,3617
 tourists,-9.523534,31,3617
 and,-4.1266527,40,3617
 their,-2.9683778,44,3617
 friends,-2.7776067,50,3617
 saw,-3.0643263,58,3617
 the,-4.502407,62,3617
 church,-11.3755,66,3617
 and,-2.8553479,73,3617
 the,-1.365555,77,3617
 museum,-5.128012,81,3617
 on,-3.9899542,88,3617
 the,-1.0405874,91,3617
 tour,-6.527605,95,3617
 .,-7.388944,100,3617
The,,0,3618
 newspaper,-8.602601,3,3618
 reported,-2.6194258,13,3618
 that,-0.4266926,22,3618
 the,-1.3824564,27,3618
 tourists,-9.749522,31,3618
 and,-4.63582,40,3618
 their,-1.9138846,44,3618
 friends,-4.3960543,50,3618
 saw,-6.4454784,58,3618
 on,-6.4689155,62,3618
 the,-1.1852182,65,3618
 tour,-5.453085,69,3618
 .,-12.436282,74,3618
The,,0,3619
 newspaper,-8.602601,3,3619
 reported,-2.6194258,13,3619
 what,-8.116698,22,3619
 the,-2.4772277,27,3619
 tourists,-9.52298,31,3619
 and,-4.129925,40,3619
 their,-2.9713974,44,3619
 friends,-2.7755468,50,3619
 saw,-3.0705762,58,3619
 on,-2.8214338,62,3619
 the,-1.0885935,65,3619
 tour,-4.95683,69,3619
 .,-9.396007,74,3619
The,,0,3620
 newspaper,-8.602496,3,3620
 reported,-2.617329,13,3620
 that,-0.4297325,22,3620
 the,-1.3830823,27,3620
 tourists,-9.7610655,31,3620
 and,-4.640388,40,3620
 their,-1.90549,44,3620
 friends,-4.405157,50,3620
 saw,-6.436211,58,3620
 the,-0.7819463,62,3620
 church,-8.892807,66,3620
 and,-2.8905377,73,3620
 the,-2.709829,77,3620
 museum,-4.7682714,81,3620
 on,-3.201942,88,3620
 the,-1.2166363,91,3620
 tour,-5.950791,95,3620
 .,-9.769276,100,3620
The,,0,3621
 newspaper,-8.6026125,3,3621
 reported,-2.615545,13,3621
 what,-8.116358,22,3621
 the,-2.4772806,27,3621
 tourists,-9.526368,31,3621
 and,-4.1334057,40,3621
 their,-2.9738462,44,3621
 friends,-2.7800753,50,3621
 saw,-3.0641527,58,3621
 the,-4.514541,62,3621
 church,-11.377841,66,3621
 and,-2.8435133,73,3621
 the,-1.370776,77,3621
 museum,-5.1703753,81,3621
 on,-3.993677,88,3621
 the,-1.0349594,91,3621
 tour,-6.5432234,95,3621
 .,-7.3770237,100,3621
The,,0,3622
 newspaper,-8.6026125,3,3622
 reported,-2.615545,13,3622
 that,-0.4289769,22,3622
 the,-1.3848337,27,3622
 tourists,-9.748538,31,3622
 and,-4.6334395,40,3622
 their,-1.90892,44,3622
 friends,-4.3951993,50,3622
 saw,-6.44433,58,3622
 and,-5.323002,62,3622
 the,-7.8708625,66,3622
 museum,-7.127167,70,3622
 on,-5.2062593,77,3622
 the,-1.4303733,80,3622
 tour,-5.4502664,84,3622
 .,-8.040305,89,3622
The,,0,3623
 newspaper,-8.602502,3,3623
 reported,-2.6179678,13,3623
 what,-8.123329,22,3623
 the,-2.4769967,27,3623
 tourists,-9.530949,31,3623
 and,-4.1434927,40,3623
 their,-2.9738452,44,3623
 friends,-2.7787664,50,3623
 saw,-3.080669,58,3623
 and,-2.4694605,62,3623
 the,-3.9165893,66,3623
 museum,-6.603302,70,3623
 on,-6.9541936,77,3623
 the,-2.255386,80,3623
 tour,-7.1010947,84,3623
 .,-10.019401,89,3623
The,,0,3624
 newspaper,-8.602502,3,3624
 reported,-2.6179678,13,3624
 that,-0.4289585,22,3624
 the,-1.3796201,27,3624
 tourists,-9.751065,31,3624
 saw,-5.665027,40,3624
 the,-0.9452357,44,3624
 church,-8.526639,48,3624
 and,-2.965601,55,3624
 the,-2.1884062,59,3624
 museum,-4.4611945,63,3624
 on,-3.1485481,70,3624
 the,-1.1520128,73,3624
 tour,-6.313754,77,3624
 .,-9.703634,82,3624
The,,0,3625
 newspaper,-8.602529,3,3625
 reported,-2.618361,13,3625
 what,-8.124217,22,3625
 the,-2.4725633,27,3625
 tourists,-9.525249,31,3625
 saw,-1.8736509,40,3625
 the,-4.8236,44,3625
 church,-9.737767,48,3625
 and,-3.0810356,55,3625
 the,-1.4341196,59,3625
 museum,-4.8315954,63,3625
 on,-4.22925,70,3625
 the,-0.90404713,73,3625
 tour,-6.790316,77,3625
 .,-7.324479,82,3625
The,,0,3626
 newspaper,-8.602529,3,3626
 reported,-2.6183612,13,3626
 that,-0.42862317,22,3626
 the,-1.3825107,27,3626
 tourists,-9.758196,31,3626
 saw,-5.652818,40,3626
 the,-0.9434655,44,3626
 church,-8.508308,48,3626
 and,-2.9624276,55,3626
 on,-8.354088,59,3626
 the,-1.4130751,62,3626
 tour,-6.830135,66,3626
 .,-11.67456,71,3626
The,,0,3627
 newspaper,-8.602529,3,3627
 reported,-2.6183612,13,3627
 what,-8.124217,22,3627
 the,-2.4725595,27,3627
 tourists,-9.525249,31,3627
 saw,-1.8736544,40,3627
 the,-4.8235993,44,3627
 church,-9.737763,48,3627
 and,-3.0810351,55,3627
 on,-6.8733087,59,3627
 the,-0.57870466,62,3627
 tour,-7.363173,66,3627
 .,-8.721982,71,3627
He,,0,3628
 knows,-6.0951076,2,3628
 that,-2.3350654,8,3628
 the,-2.4534655,13,3628
 car,-7.1721983,17,3628
penter,-4.799531,21,3628
 and,-3.6003754,27,3628
 the,-0.7942629,31,3628
 m,-2.6918266,35,3628
ason,-0.027503451,37,3628
 crafted,-13.072584,41,3628
 a,-3.354894,49,3628
 new,-4.478352,51,3628
 table,-4.652258,55,3628
 and,-1.5997117,61,3628
 a,-1.6715461,65,3628
 bed,-5.7729616,67,3628
stand,-8.220005,71,3628
 over,-6.9063754,76,3628
 the,-0.51392466,81,3628
 weekend,-1.887185,85,3628
 .,-7.9793367,93,3628
He,,0,3629
 knows,-6.0947413,2,3629
 what,-2.3629498,8,3629
 the,-3.3843095,13,3629
 car,-6.5416718,17,3629
penter,-6.4953666,21,3629
 and,-3.8770103,27,3629
 the,-0.60504496,31,3629
 m,-2.6500852,35,3629
ason,-0.02881498,37,3629
 crafted,-13.210109,41,3629
 a,-6.8427367,49,3629
 new,-6.3253536,51,3629
 table,-5.3925247,55,3629
 and,-1.5384827,61,3629
 a,-1.4744431,65,3629
 bed,-4.802792,67,3629
stand,-8.010673,71,3629
 over,-7.3608828,76,3629
 the,-0.8756989,81,3629
 weekend,-1.8225447,85,3629
 .,-6.9282002,93,3629
He,,0,3630
 knows,-6.094566,2,3630
 that,-2.330145,8,3630
 the,-2.4537628,13,3630
 car,-7.1665115,17,3630
penter,-4.773084,21,3630
 and,-3.5998828,27,3630
 the,-0.7940679,31,3630
 m,-2.6904793,35,3630
ason,-0.027290875,37,3630
 crafted,-13.043284,41,3630
 over,-9.387237,49,3630
 the,-1.1055379,54,3630
 weekend,-4.7590103,58,3630
 .,-7.5888505,66,3630
He,,0,3631
 knows,-6.094566,2,3631
 what,-2.364321,8,3631
 the,-3.3821304,13,3631
 car,-6.541971,17,3631
penter,-6.5047264,21,3631
 and,-3.8748724,27,3631
 the,-0.60439944,31,3631
 m,-2.6532092,35,3631
ason,-0.028521357,37,3631
 crafted,-13.237874,41,3631
 over,-7.255543,49,3631
 the,-0.7856791,54,3631
 weekend,-4.0562224,58,3631
 .,-7.517886,66,3631
He,,0,3632
 knows,-6.094331,2,3632
 that,-2.3286264,8,3632
 the,-2.4533477,13,3632
 car,-7.1736465,17,3632
penter,-4.80413,21,3632
 and,-3.6030102,27,3632
 the,-0.7930257,31,3632
 m,-2.6955733,35,3632
ason,-0.02751417,37,3632
 crafted,-13.035348,41,3632
 a,-3.3452024,49,3632
 new,-4.4860373,51,3632
 table,-4.6590753,55,3632
 and,-1.605854,61,3632
 a,-1.6633054,65,3632
 bed,-5.784092,67,3632
stand,-8.221036,71,3632
 over,-6.9305353,76,3632
 the,-0.5204047,81,3632
 weekend,-1.845396,85,3632
 .,-7.9721556,93,3632
He,,0,3633
 knows,-6.094331,2,3633
 what,-2.3664682,8,3633
 the,-3.382111,13,3633
 car,-6.5455046,17,3633
penter,-6.5175076,21,3633
 and,-3.8791485,27,3633
 the,-0.604631,31,3633
 m,-2.6487207,35,3633
ason,-0.028679905,37,3633
 crafted,-13.221996,41,3633
 a,-6.866736,49,3633
 new,-6.319565,51,3633
 table,-5.399315,55,3633
 and,-1.5295752,61,3633
 a,-1.4718924,65,3633
 bed,-4.7839737,67,3633
stand,-8.008332,71,3633
 over,-7.365522,76,3633
 the,-0.8714166,81,3633
 weekend,-1.8150556,85,3633
 .,-6.9655795,93,3633
He,,0,3634
 knows,-6.0943513,2,3634
 that,-2.334428,8,3634
 the,-2.4505675,13,3634
 car,-7.175165,17,3634
penter,-4.791875,21,3634
 and,-3.6072023,27,3634
 the,-0.7956215,31,3634
 m,-2.7002056,35,3634
ason,-0.027271153,37,3634
 crafted,-13.061026,41,3634
 and,-4.4750686,49,3634
 a,-8.61858,53,3634
 bed,-9.84642,55,3634
stand,-9.256676,59,3634
 over,-7.354261,64,3634
 the,-1.6527967,69,3634
 weekend,-3.1844609,73,3634
 .,-6.860382,81,3634
He,,0,3635
 knows,-6.0945096,2,3635
 what,-2.362458,8,3635
 the,-3.3860474,13,3635
 car,-6.5519686,17,3635
penter,-6.5183167,21,3635
 and,-3.8796027,27,3635
 the,-0.6056386,31,3635
 m,-2.656642,35,3635
ason,-0.02876008,37,3635
 crafted,-13.236738,41,3635
 and,-2.8885207,49,3635
 a,-7.7792897,53,3635
 bed,-9.813273,55,3635
stand,-9.843466,59,3635
 over,-8.942716,64,3635
 the,-2.3614173,69,3635
 weekend,-5.3664045,73,3635
 .,-7.2287292,81,3635
He,,0,3636
 knows,-6.094895,2,3636
 that,-2.3346455,8,3636
 the,-2.455064,13,3636
 car,-7.1726847,17,3636
penter,-4.7940207,21,3636
 crafted,-11.453306,27,3636
 a,-2.4760313,35,3636
 new,-4.67189,37,3636
 table,-2.7651224,41,3636
 and,-1.9784002,47,3636
 a,-2.5992653,51,3636
 bed,-4.4695444,53,3636
stand,-8.490765,57,3636
 over,-6.5884485,62,3636
 the,-0.38238505,67,3636
 weekend,-1.7035499,71,3636
 .,-7.9703913,79,3636
He,,0,3637
 knows,-6.094619,2,3637
 what,-2.3647544,8,3637
 the,-3.3807545,13,3637
 car,-6.546576,17,3637
penter,-6.5265074,21,3637
 crafted,-12.414755,27,3637
 a,-6.65881,35,3637
 new,-5.321324,37,3637
 table,-3.6611664,41,3637
 and,-2.3031232,47,3637
 a,-2.6186907,51,3637
 bed,-4.6435204,53,3637
stand,-8.512523,57,3637
 over,-7.296976,62,3637
 the,-0.99166787,67,3637
 weekend,-1.6096828,71,3637
 .,-6.765088,79,3637
He,,0,3638
 knows,-6.094476,2,3638
 that,-2.3270829,8,3638
 the,-2.4550135,13,3638
 car,-7.170049,17,3638
penter,-4.7997622,21,3638
 crafted,-11.436684,27,3638
 a,-2.4812508,35,3638
 new,-4.667865,37,3638
 table,-2.765517,41,3638
 and,-1.9692168,47,3638
 over,-9.636285,51,3638
 the,-1.6618944,56,3638
 weekend,-2.8325648,60,3638
 .,-10.042426,68,3638
He,,0,3639
 knows,-6.0948105,2,3639
 what,-2.3644574,8,3639
 the,-3.3832572,13,3639
 car,-6.539379,17,3639
penter,-6.4850574,21,3639
 crafted,-12.40526,27,3639
 a,-6.662727,35,3639
 new,-5.3288774,37,3639
 table,-3.635498,41,3639
 and,-2.307202,47,3639
 over,-9.30262,51,3639
 the,-1.7000042,56,3639
 weekend,-3.6311064,60,3639
 .,-7.58952,68,3639
I,,0,3640
 remember,-6.04225,1,3640
 that,-2.823958,10,3640
 the,-3.2772224,15,3640
 children,-6.4113946,19,3640
 and,-4.136258,28,3640
 their,-2.9061813,32,3640
 friends,-3.8681612,38,3640
 visited,-7.045458,46,3640
 a,-3.5205808,54,3640
 boutique,-10.361367,56,3640
 and,-2.3382564,65,3640
 an,-5.2578163,69,3640
 ice,-1.6088217,72,3640
 cream,-0.4569525,76,3640
 par,-0.85367364,82,3640
lor,-0.27531692,86,3640
 during,-3.5005078,89,3640
 the,-0.9418799,96,3640
 afternoon,-4.04104,100,3640
 .,-7.4628787,110,3640
I,,0,3641
 remember,-6.042595,1,3641
 what,-5.1446996,10,3641
 the,-3.0926178,15,3641
 children,-7.36061,19,3641
 and,-4.7532496,28,3641
 their,-2.7383316,32,3641
 friends,-4.0373974,38,3641
 visited,-10.891814,46,3641
 a,-4.7093205,54,3641
 boutique,-9.846412,56,3641
 and,-2.428366,65,3641
 an,-5.5984974,69,3641
 ice,-1.8899992,72,3641
 cream,-0.42172426,76,3641
 par,-1.1556431,82,3641
lor,-0.250091,86,3641
 during,-3.9592679,89,3641
 the,-0.9594624,96,3641
 afternoon,-4.5476313,100,3641
 .,-6.872072,110,3641
I,,0,3642
 remember,-6.042752,1,3642
 that,-2.824332,10,3642
 the,-3.2778482,15,3642
 children,-6.4191093,19,3642
 and,-4.1339993,28,3642
 their,-2.9011314,32,3642
 friends,-3.8620281,38,3642
 visited,-7.0536504,46,3642
 during,-6.3952084,54,3642
 the,-0.5158121,61,3642
 afternoon,-4.0204825,65,3642
 .,-7.5019093,75,3642
I,,0,3643
 remember,-6.0422044,1,3643
 what,-5.146343,10,3643
 the,-3.0945766,15,3643
 children,-7.360187,19,3643
 and,-4.756726,28,3643
 their,-2.7354019,32,3643
 friends,-4.034059,38,3643
 visited,-10.888819,46,3643
 during,-4.008985,54,3643
 the,-0.8218707,61,3643
 afternoon,-5.3308,65,3643
 .,-6.9235783,75,3643
I,,0,3644
 remember,-6.042376,1,3644
 that,-2.8232574,10,3644
 the,-3.2764351,15,3644
 children,-6.4092875,19,3644
 and,-4.135312,28,3644
 their,-2.901069,32,3644
 friends,-3.8676054,38,3644
 visited,-7.0544133,46,3644
 a,-3.52312,54,3644
 boutique,-10.3593235,56,3644
 and,-2.3397431,65,3644
 an,-5.2559357,69,3644
 ice,-1.6100948,72,3644
 cream,-0.4419864,76,3644
 par,-0.8447081,82,3644
lor,-0.28121558,86,3644
 during,-3.4965482,89,3644
 the,-0.9382319,96,3644
 afternoon,-4.020418,100,3644
 .,-7.465648,110,3644
I,,0,3645
 remember,-6.042376,1,3645
 what,-5.1450634,10,3645
 the,-3.0906055,15,3645
 children,-7.3647666,19,3645
 and,-4.7534246,28,3645
 their,-2.7341762,32,3645
 friends,-4.047172,38,3645
 visited,-10.896782,46,3645
 a,-4.7087,54,3645
 boutique,-9.856421,56,3645
 and,-2.4355843,65,3645
 an,-5.594387,69,3645
 ice,-1.8840581,72,3645
 cream,-0.41360292,76,3645
 par,-1.1381028,82,3645
lor,-0.24723695,86,3645
 during,-3.9608436,89,3645
 the,-0.9538483,96,3645
 afternoon,-4.523129,100,3645
 .,-6.854461,110,3645
I,,0,3646
 remember,-6.0421944,1,3646
 that,-2.8246903,10,3646
 the,-3.2701018,15,3646
 children,-6.4124365,19,3646
 and,-4.1345506,28,3646
 their,-2.8996036,32,3646
 friends,-3.8696682,38,3646
 visited,-7.056965,46,3646
 and,-4.9320025,54,3646
 an,-8.288767,58,3646
 ice,-5.015653,61,3646
 cream,-0.3059957,65,3646
 par,-3.7721477,71,3646
lor,-0.25399745,75,3646
 during,-5.641799,78,3646
 the,-0.9445108,85,3646
 afternoon,-4.18621,89,3646
 .,-7.001261,99,3646
I,,0,3647
 remember,-6.042318,1,3647
 what,-5.1454144,10,3647
 the,-3.091643,15,3647
 children,-7.3562284,19,3647
 and,-4.7560678,28,3647
 their,-2.7376287,32,3647
 friends,-4.0365543,38,3647
 visited,-10.895812,46,3647
 and,-3.3266766,54,3647
 an,-8.436008,58,3647
 ice,-5.1559944,61,3647
 cream,-0.48322362,65,3647
 par,-1.7228812,71,3647
lor,-0.22691803,75,3647
 during,-6.7979536,78,3647
 the,-0.87146753,85,3647
 afternoon,-4.920774,89,3647
 .,-6.4420547,99,3647
I,,0,3648
 remember,-6.042318,1,3648
 that,-2.8241174,10,3648
 the,-3.2764392,15,3648
 children,-6.408973,19,3648
 visited,-8.651624,28,3648
 a,-3.2938673,36,3648
 boutique,-10.466284,38,3648
 and,-2.0934458,47,3648
 an,-5.404059,51,3648
 ice,-1.9337462,54,3648
 cream,-0.47023728,58,3648
 par,-0.99403924,64,3648
lor,-0.31748894,68,3648
 during,-3.4211884,71,3648
 the,-0.8656169,78,3648
 afternoon,-4.64125,82,3648
 .,-7.498804,92,3648
I,,0,3649
 remember,-6.042376,1,3649
 what,-5.144966,10,3649
 the,-3.088973,15,3649
 children,-7.3615656,19,3649
 visited,-11.94095,28,3649
 a,-4.352035,36,3649
 boutique,-9.993855,38,3649
 and,-2.2464569,47,3649
 an,-5.563825,51,3649
 ice,-2.3488998,54,3649
 cream,-0.44478026,58,3649
 par,-1.2239158,64,3649
lor,-0.25094286,68,3649
 during,-4.192612,71,3649
 the,-0.9169566,78,3649
 afternoon,-5.100449,82,3649
 .,-6.817626,92,3649
I,,0,3650
 remember,-6.0422044,1,3650
 that,-2.8253708,10,3650
 the,-3.2752728,15,3650
 children,-6.4108424,19,3650
 visited,-8.643976,28,3650
 a,-3.283251,36,3650
 boutique,-10.470187,38,3650
 and,-2.0923553,47,3650
 during,-8.416585,51,3650
 the,-0.8531053,58,3650
 afternoon,-5.980888,62,3650
 .,-9.966807,72,3650
I,,0,3651
 remember,-6.0422044,1,3651
 what,-5.146343,10,3651
 the,-3.0945766,15,3651
 children,-7.360187,19,3651
 visited,-11.943177,28,3651
 a,-4.3329306,36,3651
 boutique,-9.981651,38,3651
 and,-2.245005,47,3651
 during,-8.862047,51,3651
 the,-0.9335794,58,3651
 afternoon,-6.470189,62,3651
 .,-9.325593,72,3651
She,,0,3652
 told,-4.937525,3,3652
 me,-1.1498039,8,3652
 that,-1.5299196,11,3652
 the,-2.6789393,16,3652
 businessman,-10.379346,20,3652
 and,-3.9362419,32,3652
 his,-0.83484817,36,3652
 assistant,-4.9576955,40,3652
 wore,-7.703618,50,3652
 a,-3.3144138,55,3652
 blue,-5.402847,57,3652
 suit,-2.0322778,62,3652
 and,-0.82102925,67,3652
 a,-0.92306983,71,3652
 tie,-4.0148187,73,3652
 last,-8.742279,77,3652
 week,-2.4088259,82,3652
 .,-7.8356256,87,3652
She,,0,3653
 told,-4.937525,3,3653
 me,-1.1498011,8,3653
 what,-4.15537,11,3653
 the,-3.7247148,16,3653
 businessman,-11.487634,20,3653
 and,-4.717224,32,3653
 his,-0.9957515,36,3653
 assistant,-4.5932465,40,3653
 wore,-6.51322,50,3653
 a,-8.334771,55,3653
 blue,-5.811584,57,3653
 suit,-1.1816716,62,3653
 and,-0.90542054,67,3653
 a,-1.0076059,71,3653
 tie,-3.0697286,73,3653
 last,-8.426115,77,3653
 week,-2.4890277,82,3653
 .,-6.269592,87,3653
She,,0,3654
 told,-4.9377775,3,3654
 me,-1.157219,8,3654
 that,-1.5334971,11,3654
 the,-2.6779606,16,3654
 businessman,-10.393086,20,3654
 and,-3.939028,32,3654
 his,-0.8371956,36,3654
 assistant,-4.954439,40,3654
 wore,-7.6938367,50,3654
 last,-10.938822,55,3654
 week,-3.1433892,60,3654
 .,-8.221241,65,3654
She,,0,3655
 told,-4.937689,3,3655
 me,-1.1494272,8,3655
 what,-4.150758,11,3655
 the,-3.7279992,16,3655
 businessman,-11.489486,20,3655
 and,-4.7217903,32,3655
 his,-0.9985385,36,3655
 assistant,-4.5886374,40,3655
 wore,-6.5200353,50,3655
 last,-6.8424263,55,3655
 week,-3.263885,60,3655
 .,-7.2624445,65,3655
She,,0,3656
 told,-4.937525,3,3656
 me,-1.1498039,8,3656
 that,-1.5299196,11,3656
 the,-2.6789393,16,3656
 businessman,-10.379346,20,3656
 and,-3.9362419,32,3656
 his,-0.83484817,36,3656
 assistant,-4.9576955,40,3656
 wore,-7.703618,50,3656
 a,-3.3144138,55,3656
 blue,-5.402847,57,3656
 suit,-2.0322778,62,3656
 and,-0.82102925,67,3656
 a,-0.92306983,71,3656
 tie,-4.0148187,73,3656
 last,-8.742279,77,3656
 week,-2.4088259,82,3656
 .,-7.8356256,87,3656
She,,0,3657
 told,-4.937525,3,3657
 me,-1.1498039,8,3657
 what,-4.1553698,11,3657
 the,-3.7247152,16,3657
 businessman,-11.487634,20,3657
 and,-4.7172246,32,3657
 his,-0.9957526,36,3657
 assistant,-4.5932484,40,3657
 wore,-6.5132194,50,3657
 a,-8.334771,55,3657
 blue,-5.811586,57,3657
 suit,-1.1816745,62,3657
 and,-0.90542054,67,3657
 a,-1.0076087,71,3657
 tie,-3.0697286,73,3657
 last,-8.426117,77,3657
 week,-2.4890282,82,3657
 .,-6.2695956,87,3657
She,,0,3658
 told,-4.937699,3,3658
 me,-1.1575738,8,3658
 that,-1.5300262,11,3658
 the,-2.682734,16,3658
 businessman,-10.381556,20,3658
 and,-3.934992,32,3658
 his,-0.83753866,36,3658
 assistant,-4.9536448,40,3658
 wore,-7.7376766,50,3658
 and,-8.699195,55,3658
 a,-4.8695745,59,3658
 tie,-3.7564886,61,3658
 last,-9.650978,65,3658
 week,-2.405673,70,3658
 .,-7.1289434,75,3658
She,,0,3659
 told,-4.9371643,3,3659
 me,-1.1450582,8,3659
 what,-4.1541624,11,3659
 the,-3.721638,16,3659
 businessman,-11.488231,20,3659
 and,-4.7133894,32,3659
 his,-0.99672383,36,3659
 assistant,-4.585791,40,3659
 wore,-6.531134,50,3659
 and,-2.0990891,55,3659
 a,-6.07578,59,3659
 tie,-10.542201,61,3659
 last,-12.667426,65,3659
 week,-2.4655848,70,3659
 .,-6.52878,75,3659
She,,0,3660
 told,-4.937289,3,3660
 me,-1.1518552,8,3660
 that,-1.5323205,11,3660
 the,-2.6833832,16,3660
 businessman,-10.394458,20,3660
 wore,-8.720423,32,3660
 a,-0.69545376,37,3660
 blue,-4.592231,39,3660
 suit,-1.1339508,44,3660
 and,-0.92420816,49,3660
 a,-1.4491435,53,3660
 tie,-2.700705,55,3660
 last,-9.57212,59,3660
 week,-2.339354,64,3660
 .,-7.9648633,69,3660
She,,0,3661
 told,-4.937396,3,3661
 me,-1.1490197,8,3661
 what,-4.157003,11,3661
